~id, ~from, ~to, ~label, weight:Int
e2248, t1124, p113, ok boomer, 8
e2249, p113, t1125, ok boomer, 8
e2250, t1125, p113, ok boomer, 8
e2251, p113, t1126, ok boomer, 8
e2252, t1126, p113, ok boomer, 8
e2253, p113, t1127, ok boomer, 7
e2254, t1127, p113, ok boomer, 7
e2255, p113, t455, ok boomer, 7
e2256, t455, p113, ok boomer, 7
e2257, p114, t1129, ok boomer, 2
e2258, t1129, p114, ok boomer, 2
e2259, p114, t1130, ok boomer, 2
e2260, t1130, p114, ok boomer, 2
e2261, p114, t1131, ok boomer, 2
e2262, t1131, p114, ok boomer, 2
e2263, p114, t1132, ok boomer, 2
e2264, t1132, p114, ok boomer, 2
e2265, p114, t1133, ok boomer, 2
e2266, t1133, p114, ok boomer, 2
e2267, p114, t1134, ok boomer, 2
e2268, t1134, p114, ok boomer, 2
e2269, p114, t1135, ok boomer, 2
e2270, t1135, p114, ok boomer, 2
e2271, p114, t1049, ok boomer, 2
e2272, t1049, p114, ok boomer, 2
e2273, p114, t1137, ok boomer, 2
e2274, t1137, p114, ok boomer, 2
e2275, p114, t1138, ok boomer, 2
e2276, t1138, p114, ok boomer, 2
e2277, p115, t691, ok boomer, 25
e2278, t691, p115, ok boomer, 25
e2279, p115, t693, ok boomer, 25
e2280, t693, p115, ok boomer, 25
e2281, p115, t554, ok boomer, 24
e2282, t554, p115, ok boomer, 24
e2283, p115, t431, ok boomer, 24
e2284, t431, p115, ok boomer, 24
e2285, p115, t435, ok boomer, 24
e2286, t435, p115, ok boomer, 24
e2287, p115, t1144, ok boomer, 19
e2288, t1144, p115, ok boomer, 19
e2289, p115, t1145, ok boomer, 15
e2290, t1145, p115, ok boomer, 15
e2291, p115, t700, ok boomer, 13
e2292, t700, p115, ok boomer, 13
e2293, p115, t698, ok boomer, 12
e2294, t698, p115, ok boomer, 12
e2295, p115, t1148, ok boomer, 10
e2296, t1148, p115, ok boomer, 10
e2297, p116, t1149, ok boomer, 25
e2298, t1149, p116, ok boomer, 25
e2299, p116, t1150, ok boomer, 25
e2300, t1150, p116, ok boomer, 25
e2301, p116, t1151, ok boomer, 24
e2302, t1151, p116, ok boomer, 24
e2303, p116, t1152, ok boomer, 15
e2304, t1152, p116, ok boomer, 15
e2305, p116, t1153, ok boomer, 15
e2306, t1153, p116, ok boomer, 15
e2307, p116, t1154, ok boomer, 15
e2308, t1154, p116, ok boomer, 15
e2309, p116, t1155, ok boomer, 15
e2310, t1155, p116, ok boomer, 15
e2311, p116, t1156, ok boomer, 14
e2312, t1156, p116, ok boomer, 14
e2313, p116, t1157, ok boomer, 13
e2314, t1157, p116, ok boomer, 13
e2315, p116, t1158, ok boomer, 13
e2316, t1158, p116, ok boomer, 13
e2317, p117, t455, ok boomer, 25
e2318, t455, p117, ok boomer, 25
e2319, p117, t1160, ok boomer, 25
e2320, t1160, p117, ok boomer, 25
e2321, p117, t1161, ok boomer, 25
e2322, t1161, p117, ok boomer, 25
e2323, p117, t1162, ok boomer, 24
e2324, t1162, p117, ok boomer, 24
e2325, p117, t1163, ok boomer, 24
e2326, t1163, p117, ok boomer, 24
e2327, p117, t1164, ok boomer, 24
e2328, t1164, p117, ok boomer, 24
e2329, p117, t1165, ok boomer, 24
e2330, t1165, p117, ok boomer, 24
e2331, p117, t1166, ok boomer, 24
e2332, t1166, p117, ok boomer, 24
e2333, p117, t1167, ok boomer, 24
e2334, t1167, p117, ok boomer, 24
e2335, p117, t1168, ok boomer, 9
e2336, t1168, p117, ok boomer, 9
e2337, p118, t1169, ok boomer, 21
e2338, t1169, p118, ok boomer, 21
e2339, p118, t1170, ok boomer, 20
e2340, t1170, p118, ok boomer, 20
e2341, p118, t1171, ok boomer, 18
e2342, t1171, p118, ok boomer, 18
e2343, p118, t1172, ok boomer, 14
e2344, t1172, p118, ok boomer, 14
e2345, p118, t1049, ok boomer, 13
e2346, t1049, p118, ok boomer, 13
e2347, p118, t1174, ok boomer, 7
e2348, t1174, p118, ok boomer, 7
e2349, p118, t1175, ok boomer, 6
e2350, t1175, p118, ok boomer, 6
e2351, p118, t1176, ok boomer, 4
e2352, t1176, p118, ok boomer, 4
e2353, p118, t1177, ok boomer, 4
e2354, t1177, p118, ok boomer, 4
e2355, p118, t1178, ok boomer, 4
e2356, t1178, p118, ok boomer, 4
e2357, p119, t1179, ok boomer, 3
e2358, t1179, p119, ok boomer, 3
e2359, p119, t1180, ok boomer, 2
e2360, t1180, p119, ok boomer, 2
e2361, p119, t1181, ok boomer, 2
e2362, t1181, p119, ok boomer, 2
e2363, p119, t1182, ok boomer, 2
e2364, t1182, p119, ok boomer, 2
e2365, p119, t1183, ok boomer, 2
e2366, t1183, p119, ok boomer, 2
e2367, p119, t1184, ok boomer, 2
e2368, t1184, p119, ok boomer, 2
e2369, p119, t1185, ok boomer, 2
e2370, t1185, p119, ok boomer, 2
e2371, p119, t1186, ok boomer, 2
e2372, t1186, p119, ok boomer, 2
e2373, p119, t1187, ok boomer, 2
e2374, t1187, p119, ok boomer, 2
e2375, p119, t1188, ok boomer, 2
e2376, t1188, p119, ok boomer, 2
e2377, p120, t1189, ok boomer, 25
e2378, t1189, p120, ok boomer, 25
e2379, p120, t1190, ok boomer, 24
e2380, t1190, p120, ok boomer, 24
e2381, p120, t1191, ok boomer, 22
e2382, t1191, p120, ok boomer, 22
e2383, p120, t1049, ok boomer, 6
e2384, t1049, p120, ok boomer, 6
e2385, p120, t1193, ok boomer, 5
e2386, t1193, p120, ok boomer, 5
e2387, p120, t1194, ok boomer, 5
e2388, t1194, p120, ok boomer, 5
e2389, p120, t1195, ok boomer, 5
e2390, t1195, p120, ok boomer, 5
e2391, p120, t1196, ok boomer, 5
e2392, t1196, p120, ok boomer, 5
e2393, p120, t1197, ok boomer, 5
e2394, t1197, p120, ok boomer, 5
e2395, p120, t1198, ok boomer, 4
e2396, t1198, p120, ok boomer, 4
e2397, p121, t1199, ok boomer, 8
e2398, t1199, p121, ok boomer, 8
e2399, p121, t1200, ok boomer, 7
e2400, t1200, p121, ok boomer, 7
e2401, p121, t1201, ok boomer, 4
e2402, t1201, p121, ok boomer, 4
e2403, p121, t1202, ok boomer, 4
e2404, t1202, p121, ok boomer, 4
e2405, p121, t1203, ok boomer, 4
e2406, t1203, p121, ok boomer, 4
e2407, p121, t1204, ok boomer, 3
e2408, t1204, p121, ok boomer, 3
e2409, p121, t1205, ok boomer, 3
e2410, t1205, p121, ok boomer, 3
e2411, p121, t1206, ok boomer, 3
e2412, t1206, p121, ok boomer, 3
e2413, p121, t1207, ok boomer, 3
e2414, t1207, p121, ok boomer, 3
e2415, p121, t1208, ok boomer, 2
e2416, t1208, p121, ok boomer, 2
e2417, p122, t1209, ok boomer, 24
e2418, t1209, p122, ok boomer, 24
e2419, p122, t1210, ok boomer, 24
e2420, t1210, p122, ok boomer, 24
e2421, p122, t1211, ok boomer, 24
e2422, t1211, p122, ok boomer, 24
e2423, p122, t1212, ok boomer, 17
e2424, t1212, p122, ok boomer, 17
e2425, p122, t1213, ok boomer, 17
e2426, t1213, p122, ok boomer, 17
e2427, p122, t756, ok boomer, 17
e2428, t756, p122, ok boomer, 17
e2429, p122, t1049, ok boomer, 11
e2430, t1049, p122, ok boomer, 11
e2431, p122, t1216, ok boomer, 10
e2432, t1216, p122, ok boomer, 10
e2433, p122, t1217, ok boomer, 10
e2434, t1217, p122, ok boomer, 10
e2435, p122, t1218, ok boomer, 9
e2436, t1218, p122, ok boomer, 9
e2437, p123, t1049, ok boomer, 25
e2438, t1049, p123, ok boomer, 25
e2439, p123, t1030, ok boomer, 25
e2440, t1030, p123, ok boomer, 25
e2441, p123, t1221, ok boomer, 25
e2442, t1221, p123, ok boomer, 25
e2443, p123, t1222, ok boomer, 25
e2444, t1222, p123, ok boomer, 25
e2445, p123, t1223, ok boomer, 25
e2446, t1223, p123, ok boomer, 25
e2447, p123, t1053, ok boomer, 25
e2448, t1053, p123, ok boomer, 25
e2449, p123, t1225, ok boomer, 25
e2450, t1225, p123, ok boomer, 25
e2451, p123, t441, ok boomer, 25
e2452, t441, p123, ok boomer, 25
e2453, p123, t1227, ok boomer, 25
e2454, t1227, p123, ok boomer, 25
e2455, p123, t455, ok boomer, 25
e2456, t455, p123, ok boomer, 25
e2457, p124, t1229, ok boomer, 8
e2458, t1229, p124, ok boomer, 8
e2459, p124, t1230, ok boomer, 8
e2460, t1230, p124, ok boomer, 8
e2461, p124, t1231, ok boomer, 8
e2462, t1231, p124, ok boomer, 8
e2463, p124, t1232, ok boomer, 5
e2464, t1232, p124, ok boomer, 5
e2465, p124, t1233, ok boomer, 2
e2466, t1233, p124, ok boomer, 2
e2467, p124, t1234, ok boomer, 2
e2468, t1234, p124, ok boomer, 2
e2469, p124, t1235, ok boomer, 1
e2470, t1235, p124, ok boomer, 1
e2471, p124, t1236, ok boomer, 1
e2472, t1236, p124, ok boomer, 1
e2473, p124, t1237, ok boomer, 1
e2474, t1237, p124, ok boomer, 1
e2475, p124, t1238, ok boomer, 1
e2476, t1238, p124, ok boomer, 1
e2477, p125, t1239, ok boomer, 24
e2478, t1239, p125, ok boomer, 24
e2479, p125, t751, ok boomer, 12
e2480, t751, p125, ok boomer, 12
e2481, p125, t435, ok boomer, 8
e2482, t435, p125, ok boomer, 8
e2483, p125, t1242, ok boomer, 8
e2484, t1242, p125, ok boomer, 8
e2485, p125, t1079, ok boomer, 8
e2486, t1079, p125, ok boomer, 8
e2487, p125, t1082, ok boomer, 7
e2488, t1082, p125, ok boomer, 7
e2489, p125, t1245, ok boomer, 7
e2490, t1245, p125, ok boomer, 7
e2491, p125, t554, ok boomer, 7
e2492, t554, p125, ok boomer, 7
e2493, p125, t1247, ok boomer, 7
e2494, t1247, p125, ok boomer, 7
e2495, p125, t1094, ok boomer, 6
e2496, t1094, p125, ok boomer, 6
e2497, p126, t1249, ok boomer, 25
e2498, t1249, p126, ok boomer, 25
e2499, p126, t1250, ok boomer, 18
e2500, t1250, p126, ok boomer, 18
e2501, p126, t554, ok boomer, 12
e2502, t554, p126, ok boomer, 12
e2503, p126, t1168, ok boomer, 11
e2504, t1168, p126, ok boomer, 11
e2505, p126, t1253, ok boomer, 8
e2506, t1253, p126, ok boomer, 8
e2507, p126, t1254, ok boomer, 7
e2508, t1254, p126, ok boomer, 7
e2509, p126, t1255, ok boomer, 7
e2510, t1255, p126, ok boomer, 7
e2511, p126, t1256, ok boomer, 6
e2512, t1256, p126, ok boomer, 6
e2513, p126, t1223, ok boomer, 6
e2514, t1223, p126, ok boomer, 6
e2515, p126, t1258, ok boomer, 6
e2516, t1258, p126, ok boomer, 6
e2517, p127, t1259, ok boomer, 24
e2518, t1259, p127, ok boomer, 24
e2519, p127, t1260, ok boomer, 23
e2520, t1260, p127, ok boomer, 23
e2521, p127, t1191, ok boomer, 21
e2522, t1191, p127, ok boomer, 21
e2523, p127, t1262, ok boomer, 4
e2524, t1262, p127, ok boomer, 4
e2525, p127, t873, ok boomer, 4
e2526, t873, p127, ok boomer, 4
e2527, p127, t1264, ok boomer, 3
e2528, t1264, p127, ok boomer, 3
e2529, p127, t898, ok boomer, 3
e2530, t898, p127, ok boomer, 3
e2531, p127, t1266, ok boomer, 3
e2532, t1266, p127, ok boomer, 3
e2533, p127, t1267, ok boomer, 3
e2534, t1267, p127, ok boomer, 3
e2535, p127, t1268, ok boomer, 3
e2536, t1268, p127, ok boomer, 3
e2537, p128, t1269, ok boomer, 25
e2538, t1269, p128, ok boomer, 25
e2539, p128, t1270, ok boomer, 24
e2540, t1270, p128, ok boomer, 24
e2541, p128, t1271, ok boomer, 24
e2542, t1271, p128, ok boomer, 24
e2543, p128, t1272, ok boomer, 24
e2544, t1272, p128, ok boomer, 24
e2545, p128, t435, ok boomer, 24
e2546, t435, p128, ok boomer, 24
e2547, p128, t554, ok boomer, 24
e2548, t554, p128, ok boomer, 24
e2549, p128, t1275, ok boomer, 19
e2550, t1275, p128, ok boomer, 19
e2551, p128, t1276, ok boomer, 14
e2552, t1276, p128, ok boomer, 14
e2553, p128, t1218, ok boomer, 14
e2554, t1218, p128, ok boomer, 14
e2555, p128, t1217, ok boomer, 14
e2556, t1217, p128, ok boomer, 14
e2557, p129, t1279, ok boomer, 4
e2558, t1279, p129, ok boomer, 4
e2559, p129, t612, ok boomer, 3
e2560, t612, p129, ok boomer, 3
e2561, p129, t1281, ok boomer, 3
e2562, t1281, p129, ok boomer, 3
e2563, p129, t1282, ok boomer, 3
e2564, t1282, p129, ok boomer, 3
e2565, p129, t1283, ok boomer, 3
e2566, t1283, p129, ok boomer, 3
e2567, p129, t1284, ok boomer, 3
e2568, t1284, p129, ok boomer, 3
e2569, p129, t1285, ok boomer, 2
e2570, t1285, p129, ok boomer, 2
e2571, p129, t563, ok boomer, 2
e2572, t563, p129, ok boomer, 2
e2573, p129, t1287, ok boomer, 2
e2574, t1287, p129, ok boomer, 2
e2575, p129, t1288, ok boomer, 2
e2576, t1288, p129, ok boomer, 2
e2577, p130, t1289, ok boomer, 1
e2578, t1289, p130, ok boomer, 1
e2579, p130, t1049, ok boomer, 1
e2580, t1049, p130, ok boomer, 1
e2581, p130, t1291, ok boomer, 1
e2582, t1291, p130, ok boomer, 1
e2583, p130, t1292, ok boomer, 1
e2584, t1292, p130, ok boomer, 1
e2585, p130, t1171, ok boomer, 1
e2586, t1171, p130, ok boomer, 1
e2587, p130, t1294, ok boomer, 1
e2588, t1294, p130, ok boomer, 1
e2589, p130, t1221, ok boomer, 1
e2590, t1221, p130, ok boomer, 1
e2591, p130, t1296, ok boomer, 1
e2592, t1296, p130, ok boomer, 1
e2593, p130, t1297, ok boomer, 1
e2594, t1297, p130, ok boomer, 1
e2595, p130, t381, ok boomer, 1
e2596, t381, p130, ok boomer, 1
e2597, p131, t1168, ok boomer, 12
e2598, t1168, p131, ok boomer, 12
e2599, p131, t891, ok boomer, 7
e2600, t891, p131, ok boomer, 7
e2601, p131, t1301, ok boomer, 7
e2602, t1301, p131, ok boomer, 7
e2603, p131, t1302, ok boomer, 6
e2604, t1302, p131, ok boomer, 6
e2605, p131, t554, ok boomer, 3
e2606, t554, p131, ok boomer, 3
e2607, p131, t1304, ok boomer, 3
e2608, t1304, p131, ok boomer, 3
e2609, p131, t1305, ok boomer, 3
e2610, t1305, p131, ok boomer, 3
e2611, p131, t1166, ok boomer, 3
e2612, t1166, p131, ok boomer, 3
e2613, p131, t1307, ok boomer, 2
e2614, t1307, p131, ok boomer, 2
e2615, p131, t1308, ok boomer, 2
e2616, t1308, p131, ok boomer, 2
e2617, p132, t1309, ok boomer, 10
e2618, t1309, p132, ok boomer, 10
e2619, p132, t1310, ok boomer, 10
e2620, t1310, p132, ok boomer, 10
e2621, p132, t1311, ok boomer, 7
e2622, t1311, p132, ok boomer, 7
e2623, p132, t1312, ok boomer, 6
e2624, t1312, p132, ok boomer, 6
e2625, p132, t1254, ok boomer, 6
e2626, t1254, p132, ok boomer, 6
e2627, p132, t1314, ok boomer, 6
e2628, t1314, p132, ok boomer, 6
e2629, p132, t1315, ok boomer, 5
e2630, t1315, p132, ok boomer, 5
e2631, p132, t1316, ok boomer, 5
e2632, t1316, p132, ok boomer, 5
e2633, p132, t1317, ok boomer, 5
e2634, t1317, p132, ok boomer, 5
e2635, p132, t1318, ok boomer, 5
e2636, t1318, p132, ok boomer, 5
e2637, p133, t1319, ok boomer, 25
e2638, t1319, p133, ok boomer, 25
e2639, p133, t1320, ok boomer, 25
e2640, t1320, p133, ok boomer, 25
e2641, p133, t1321, ok boomer, 25
e2642, t1321, p133, ok boomer, 25
e2643, p133, t1322, ok boomer, 25
e2644, t1322, p133, ok boomer, 25
e2645, p133, t1323, ok boomer, 25
e2646, t1323, p133, ok boomer, 25
e2647, p133, t379, ok boomer, 25
e2648, t379, p133, ok boomer, 25
e2649, p133, t1325, ok boomer, 24
e2650, t1325, p133, ok boomer, 24
e2651, p133, t1326, ok boomer, 24
e2652, t1326, p133, ok boomer, 24
e2653, p133, t1327, ok boomer, 24
e2654, t1327, p133, ok boomer, 24
e2655, p133, t1328, ok boomer, 24
e2656, t1328, p133, ok boomer, 24
e2657, p134, t1329, ok boomer, 16
e2658, t1329, p134, ok boomer, 16
e2659, p134, t1330, ok boomer, 15
e2660, t1330, p134, ok boomer, 15
e2661, p134, t1331, ok boomer, 14
e2662, t1331, p134, ok boomer, 14
e2663, p134, t1332, ok boomer, 10
e2664, t1332, p134, ok boomer, 10
e2665, p134, t1333, ok boomer, 9
e2666, t1333, p134, ok boomer, 9
e2667, p134, t983, ok boomer, 8
e2668, t983, p134, ok boomer, 8
e2669, p134, t1335, ok boomer, 7
e2670, t1335, p134, ok boomer, 7
e2671, p134, t1336, ok boomer, 6
e2672, t1336, p134, ok boomer, 6
e2673, p134, t1, ok boomer, 6
e2674, t1, p134, ok boomer, 6
e2675, p134, t1338, ok boomer, 5
e2676, t1338, p134, ok boomer, 5
e2677, p135, t1339, ok boomer, 25
e2678, t1339, p135, ok boomer, 25
e2679, p135, t1340, ok boomer, 22
e2680, t1340, p135, ok boomer, 22
e2681, p135, t1341, ok boomer, 18
e2682, t1341, p135, ok boomer, 18
e2683, p135, t1342, ok boomer, 6
e2684, t1342, p135, ok boomer, 6
e2685, p135, t1343, ok boomer, 6
e2686, t1343, p135, ok boomer, 6
e2687, p135, t1344, ok boomer, 6
e2688, t1344, p135, ok boomer, 6
e2689, p135, t1333, ok boomer, 5
e2690, t1333, p135, ok boomer, 5
e2691, p135, t192, ok boomer, 5
e2692, t192, p135, ok boomer, 5
e2693, p135, t1321, ok boomer, 5
e2694, t1321, p135, ok boomer, 5
e2695, p135, t1348, ok boomer, 4
e2696, t1348, p135, ok boomer, 4
e2697, p136, t1349, ok boomer, 7
e2698, t1349, p136, ok boomer, 7
e2699, p136, t1350, ok boomer, 7
e2700, t1350, p136, ok boomer, 7
e2701, p136, t1351, ok boomer, 5
e2702, t1351, p136, ok boomer, 5
e2703, p136, t1352, ok boomer, 5
e2704, t1352, p136, ok boomer, 5
e2705, p136, t467, ok boomer, 3
e2706, t467, p136, ok boomer, 3
e2707, p136, t379, ok boomer, 3
e2708, t379, p136, ok boomer, 3
e2709, p136, t1355, ok boomer, 3
e2710, t1355, p136, ok boomer, 3
e2711, p136, t461, ok boomer, 3
e2712, t461, p136, ok boomer, 3
e2713, p136, t1357, ok boomer, 3
e2714, t1357, p136, ok boomer, 3
e2715, p136, t1358, ok boomer, 2
e2716, t1358, p136, ok boomer, 2
e2717, p137, t1359, ok boomer, 16
e2718, t1359, p137, ok boomer, 16
e2719, p137, t1360, ok boomer, 4
e2720, t1360, p137, ok boomer, 4
e2721, p137, t1361, ok boomer, 3
e2722, t1361, p137, ok boomer, 3
e2723, p137, t467, ok boomer, 2
e2724, t467, p137, ok boomer, 2
e2725, p137, t610, ok boomer, 2
e2726, t610, p137, ok boomer, 2
e2727, p137, t1364, ok boomer, 2
e2728, t1364, p137, ok boomer, 2
e2729, p137, t1365, ok boomer, 2
e2730, t1365, p137, ok boomer, 2
e2731, p137, t1326, ok boomer, 2
e2732, t1326, p137, ok boomer, 2
e2733, p137, t1367, ok boomer, 2
e2734, t1367, p137, ok boomer, 2
e2735, p137, t1368, ok boomer, 2
e2736, t1368, p137, ok boomer, 2
e2737, p138, t1369, ok boomer, 25
e2738, t1369, p138, ok boomer, 25
e2739, p138, t1370, ok boomer, 25
e2740, t1370, p138, ok boomer, 25
e2741, p138, t1030, ok boomer, 6
e2742, t1030, p138, ok boomer, 6
e2743, p138, t8, ok boomer, 4
e2744, t8, p138, ok boomer, 4
e2745, p138, t435, ok boomer, 3
e2746, t435, p138, ok boomer, 3
e2747, p138, t1374, ok boomer, 3
e2748, t1374, p138, ok boomer, 3
e2749, p138, t1375, ok boomer, 3
e2750, t1375, p138, ok boomer, 3
e2751, p138, t1376, ok boomer, 3
e2752, t1376, p138, ok boomer, 3
e2753, p138, t1377, ok boomer, 2
e2754, t1377, p138, ok boomer, 2
e2755, p138, t1378, ok boomer, 2
e2756, t1378, p138, ok boomer, 2
e2757, p139, t1379, ok boomer, 23
e2758, t1379, p139, ok boomer, 23
e2759, p139, t1380, ok boomer, 22
e2760, t1380, p139, ok boomer, 22
e2761, p139, t1381, ok boomer, 22
e2762, t1381, p139, ok boomer, 22
e2763, p139, t1329, ok boomer, 18
e2764, t1329, p139, ok boomer, 18
e2765, p139, t1341, ok boomer, 16
e2766, t1341, p139, ok boomer, 16
e2767, p139, t1384, ok boomer, 13
e2768, t1384, p139, ok boomer, 13
e2769, p139, t1385, ok boomer, 12
e2770, t1385, p139, ok boomer, 12
e2771, p139, t1386, ok boomer, 11
e2772, t1386, p139, ok boomer, 11
e2773, p139, t1387, ok boomer, 11
e2774, t1387, p139, ok boomer, 11
e2775, p139, t1388, ok boomer, 9
e2776, t1388, p139, ok boomer, 9
e2777, p140, t467, ok boomer, 23
e2778, t467, p140, ok boomer, 23
e2779, p140, t483, ok boomer, 23
e2780, t483, p140, ok boomer, 23
e2781, p140, t1391, ok boomer, 21
e2782, t1391, p140, ok boomer, 21
e2783, p140, t786, ok boomer, 19
e2784, t786, p140, ok boomer, 19
e2785, p140, t1393, ok boomer, 19
e2786, t1393, p140, ok boomer, 19
e2787, p140, t1315, ok boomer, 19
e2788, t1315, p140, ok boomer, 19
e2789, p140, t379, ok boomer, 17
e2790, t379, p140, ok boomer, 17
e2791, p140, t1396, ok boomer, 15
e2792, t1396, p140, ok boomer, 15
e2793, p140, t1397, ok boomer, 13
e2794, t1397, p140, ok boomer, 13
e2795, p140, t8, ok boomer, 13
e2796, t8, p140, ok boomer, 13
e2797, p141, t1399, ok boomer, 25
e2798, t1399, p141, ok boomer, 25
e2799, p141, t1400, ok boomer, 25
e2800, t1400, p141, ok boomer, 25
e2801, p141, t983, ok boomer, 6
e2802, t983, p141, ok boomer, 6
e2803, p141, t1374, ok boomer, 6
e2804, t1374, p141, ok boomer, 6
e2805, p141, t8, ok boomer, 4
e2806, t8, p141, ok boomer, 4
e2807, p141, t1404, ok boomer, 4
e2808, t1404, p141, ok boomer, 4
e2809, p141, t435, ok boomer, 3
e2810, t435, p141, ok boomer, 3
e2811, p141, t1406, ok boomer, 3
e2812, t1406, p141, ok boomer, 3
e2813, p141, t1407, ok boomer, 3
e2814, t1407, p141, ok boomer, 3
e2815, p141, t1408, ok boomer, 3
e2816, t1408, p141, ok boomer, 3
e2817, p142, t1409, ok boomer, 23
e2818, t1409, p142, ok boomer, 23
e2819, p142, t1329, ok boomer, 5
e2820, t1329, p142, ok boomer, 5
e2821, p142, t1411, ok boomer, 5
e2822, t1411, p142, ok boomer, 5
e2823, p142, t1412, ok boomer, 4
e2824, t1412, p142, ok boomer, 4
e2825, p142, t1413, ok boomer, 4
e2826, t1413, p142, ok boomer, 4
e2827, p142, t1414, ok boomer, 4
e2828, t1414, p142, ok boomer, 4
e2829, p142, t989, ok boomer, 4
e2830, t989, p142, ok boomer, 4
e2831, p142, t435, ok boomer, 4
e2832, t435, p142, ok boomer, 4
e2833, p142, t1333, ok boomer, 3
e2834, t1333, p142, ok boomer, 3
e2835, p142, t1418, ok boomer, 3
e2836, t1418, p142, ok boomer, 3
e2837, p143, t1419, ok boomer, 22
e2838, t1419, p143, ok boomer, 22
e2839, p143, t1420, ok boomer, 21
e2840, t1420, p143, ok boomer, 21
e2841, p143, t1421, ok boomer, 16
e2842, t1421, p143, ok boomer, 16
e2843, p143, t1422, ok boomer, 16
e2844, t1422, p143, ok boomer, 16
e2845, p143, t1423, ok boomer, 16
e2846, t1423, p143, ok boomer, 16
e2847, p143, t1424, ok boomer, 12
e2848, t1424, p143, ok boomer, 12
e2849, p143, t1425, ok boomer, 12
e2850, t1425, p143, ok boomer, 12
e2851, p143, t1426, ok boomer, 11
e2852, t1426, p143, ok boomer, 11
e2853, p143, t1427, ok boomer, 9
e2854, t1427, p143, ok boomer, 9
e2855, p143, t1428, ok boomer, 8
e2856, t1428, p143, ok boomer, 8
e2857, p144, t1429, ok boomer, 25
e2858, t1429, p144, ok boomer, 25
e2859, p144, t1430, ok boomer, 9
e2860, t1430, p144, ok boomer, 9
e2861, p144, t1431, ok boomer, 8
e2862, t1431, p144, ok boomer, 8
e2863, p144, t1432, ok boomer, 7
e2864, t1432, p144, ok boomer, 7
e2865, p144, t1433, ok boomer, 7
e2866, t1433, p144, ok boomer, 7
e2867, p144, t185, ok boomer, 6
e2868, t185, p144, ok boomer, 6
e2869, p144, t187, ok boomer, 6
e2870, t187, p144, ok boomer, 6
e2871, p144, t1436, ok boomer, 5
e2872, t1436, p144, ok boomer, 5
e2873, p144, t1437, ok boomer, 4
e2874, t1437, p144, ok boomer, 4
e2875, p144, t1438, ok boomer, 4
e2876, t1438, p144, ok boomer, 4
e2877, p145, t1439, ok boomer, 1
e2878, t1439, p145, ok boomer, 1
e2879, p145, t1440, ok boomer, 1
e2880, t1440, p145, ok boomer, 1
e2881, p145, t1441, ok boomer, 1
e2882, t1441, p145, ok boomer, 1
e2883, p145, t1442, ok boomer, 1
e2884, t1442, p145, ok boomer, 1
e2885, p145, t1443, ok boomer, 1
e2886, t1443, p145, ok boomer, 1
e2887, p145, t1444, ok boomer, 1
e2888, t1444, p145, ok boomer, 1
e2889, p145, t1445, ok boomer, 1
e2890, t1445, p145, ok boomer, 1
e2891, p145, t1446, ok boomer, 1
e2892, t1446, p145, ok boomer, 1
e2893, p145, t1447, ok boomer, 1
e2894, t1447, p145, ok boomer, 1
e2895, p145, t1448, ok boomer, 1
e2896, t1448, p145, ok boomer, 1
e2897, p146, t1449, ok boomer, 25
e2898, t1449, p146, ok boomer, 25
e2899, p146, t467, ok boomer, 21
e2900, t467, p146, ok boomer, 21
e2901, p146, t81, ok boomer, 20
e2902, t81, p146, ok boomer, 20
e2903, p146, t1452, ok boomer, 18
e2904, t1452, p146, ok boomer, 18
e2905, p146, t1030, ok boomer, 10
e2906, t1030, p146, ok boomer, 10
e2907, p146, t1454, ok boomer, 3
e2908, t1454, p146, ok boomer, 3
e2909, p146, t1455, ok boomer, 2
e2910, t1455, p146, ok boomer, 2
e2911, p146, t1352, ok boomer, 2
e2912, t1352, p146, ok boomer, 2
e2913, p146, t1457, ok boomer, 2
e2914, t1457, p146, ok boomer, 2
e2915, p146, t379, ok boomer, 2
e2916, t379, p146, ok boomer, 2
e2917, p147, t1459, ok boomer, 23
e2918, t1459, p147, ok boomer, 23
e2919, p147, t1460, ok boomer, 11
e2920, t1460, p147, ok boomer, 11
e2921, p147, t1340, ok boomer, 9
e2922, t1340, p147, ok boomer, 9
e2923, p147, t1462, ok boomer, 8
e2924, t1462, p147, ok boomer, 8
e2925, p147, t1463, ok boomer, 7
e2926, t1463, p147, ok boomer, 7
e2927, p147, t1464, ok boomer, 7
e2928, t1464, p147, ok boomer, 7
e2929, p147, t1465, ok boomer, 6
e2930, t1465, p147, ok boomer, 6
e2931, p147, t1466, ok boomer, 5
e2932, t1466, p147, ok boomer, 5
e2933, p147, t1467, ok boomer, 5
e2934, t1467, p147, ok boomer, 5
e2935, p147, t1468, ok boomer, 4
e2936, t1468, p147, ok boomer, 4
e2937, p148, t1469, ok boomer, 24
e2938, t1469, p148, ok boomer, 24
e2939, p148, t378, ok boomer, 21
e2940, t378, p148, ok boomer, 21
e2941, p148, t566, ok boomer, 21
e2942, t566, p148, ok boomer, 21
e2943, p148, t1472, ok boomer, 19
e2944, t1472, p148, ok boomer, 19
e2945, p148, t1473, ok boomer, 14
e2946, t1473, p148, ok boomer, 14
e2947, p148, t1474, ok boomer, 14
e2948, t1474, p148, ok boomer, 14
e2949, p148, t1475, ok boomer, 12
e2950, t1475, p148, ok boomer, 12
e2951, p148, t1476, ok boomer, 8
